site,sex,sex_index,species,height
LB1,f,1,booth,147
LB1,f,1,booth,100
LB1,f,1,booth,183
LB1,f,1,booth,202
LB1,f,1,booth,160
LB1,f,1,booth,132
LB1,f,1,booth,99
LB1,f,1,booth,79
LB1,f,1,booth,141
LB1,f,1,booth,140
LB1,f,1,booth,166
LB1,f,1,booth,97
LB1,f,1,booth,50
LB1,f,1,booth,57
LB1,f,1,booth,82
LB1,f,1,booth,100
LB1,f,1,booth,105
LB1,f,1,booth,122
LB1,f,1,booth,77
LB1,f,1,booth,90
LB1,f,1,booth,69
LB1,f,1,booth,83
LB1,f,1,booth,112
LB1,f,1,booth,127
LB1,f,1,booth,132
LB1,f,1,booth,180
LB1,f,1,drum,151
LB1,f,1,drum,124
LB1,f,1,drum,152
LB1,f,1,drum,105
LB1,f,1,drum,140
LB1,f,1,drum,174
LB1,f,1,drum,120
LB1,f,1,drum,100
LB1,f,1,drum,153
LB1,f,1,geyer,93
LB1,f,1,geyer,178
LB1,f,1,geyer,222
LB1,f,1,geyer,184
LB1,f,1,geyer,201
LB1,f,1,geyer,195
LB1,f,1,geyer,276
LB1,f,1,geyer,220
LB1,f,1,geyer,154
LB1,f,1,geyer,109
LB1,f,1,geyer,142
LB1,f,1,geyer,170
LB1,f,1,geyer,209
LB1,f,1,geyer,280
LB1,f,1,geyer,195
LB1,f,1,geyer,163
LB1,f,1,geyer,144
LB1,f,1,geyer,182
LB1,f,1,geyer,137
LB1,f,1,geyer,206
LB1,f,1,geyer,158
LB1,f,1,geyer,224
LB1,f,1,geyer,140
LB1,m,2,bebb,107
LB1,m,2,bebb,92
LB1,m,2,bebb,130
LB1,m,2,bebb,137
LB1,m,2,bebb,132
LB1,m,2,booth,157
LB1,m,2,booth,131
LB1,m,2,booth,165
LB1,m,2,booth,167
LB1,m,2,booth,103
LB1,m,2,booth,111
LB1,m,2,booth,134
LB1,m,2,booth,88
LB1,m,2,booth,105
LB1,m,2,booth,104
LB1,m,2,booth,171
LB1,m,2,booth,101
LB1,m,2,booth,109
LB1,m,2,booth,90
LB1,m,2,geyer,222
LB1,m,2,geyer,270
LB1,m,2,geyer,211
LB1,m,2,geyer,253
LB1,m,2,geyer,236
LB1,m,2,geyer,224
LB1,m,2,geyer,131
LB1,m,2,geyer,173
LB1,m,2,geyer,123
LB1,m,2,geyer,163
LB1,m,2,geyer,244
LB1,m,2,geyer,229
LB1,m,2,geyer,230
LB1,m,2,geyer,214
LB1,m,2,geyer,110
LB1,m,2,geyer,233
LB1,m,2,geyer,172
LB1,m,2,geyer,165
LB1,m,2,geyer,262
LB1,m,2,geyer,146
LB1,m,2,geyer,103
LB1,m,2,geyer,144
LB1,m,2,geyer,167
LB1,m,2,geyer,175
LB1,m,2,geyer,193
LB1,m,2,geyer,132
LB1,m,2,geyer,224
LB1,m,2,geyer,230
LB1,m,2,geyer,171
LB1,m,2,geyer,194
LB1,m,2,plani,92
LB1,,0,bebb,214
LB1,,0,bebb,152
LB1,,0,bebb,49
LB1,,0,bebb,165
LB1,,0,bebb,247
LB1,,0,bebb,229
LB1,,0,bebb,50
LB1,,0,bebb,145
LB1,,0,bebb,217
LB1,,0,bebb,102
LB1,,0,bebb,115
LB1,,0,booth,70
LB1,,0,booth,54
LB1,,0,booth,107
LB1,,0,geyer,180
LB1,,0,geyer,122
LB1,,0,geyer,64
LB1,,0,geyer,130
LB1,,0,geyer,75
LB1,,0,geyer,110
LB1,,0,geyer,65
LB1,,0,geyer,56
LB1,,0,geyer,74
LB1,,0,geyer,107
LB1,,0,geyer,30
LB1,,0,geyer,109
LB1,,0,geyer,40
LB1,,0,geyer,35
LB1,,0,geyer,96
LB2,f,1,bebb,144
LB2,f,1,bebb,179
LB2,f,1,bebb,152
LB2,f,1,bebb,155
LB2,f,1,bebb,97
LB2,f,1,bebb,123
LB2,f,1,bebb,155
LB2,f,1,bebb,167
LB2,f,1,bebb,164
LB2,f,1,bebb,143
LB2,f,1,bebb,153
LB2,f,1,bebb,179
LB2,f,1,bebb,151
LB2,f,1,bebb,185
LB2,f,1,bebb,43
LB2,f,1,bebb,97
LB2,f,1,bebb,174
LB2,f,1,bebb,149
LB2,f,1,bebb,165
LB2,f,1,bebb,141
LB2,f,1,bebb,118
LB2,f,1,bebb,127
LB2,f,1,bebb,105
LB2,f,1,bebb,74
LB2,f,1,bebb,134
LB2,f,1,bebb,133
LB2,f,1,bebb,159
LB2,f,1,bebb,170
LB2,f,1,bebb,121
LB2,f,1,bebb,150
LB2,f,1,bebb,148
LB2,f,1,bebb,143
LB2,f,1,bebb,110
LB2,f,1,bebb,127
LB2,f,1,bebb,95
LB2,f,1,bebb,188
LB2,f,1,bebb,176
LB2,f,1,bebb,174
LB2,f,1,bebb,152
LB2,f,1,bebb,137
LB2,f,1,bebb,147
LB2,f,1,bebb,203
LB2,f,1,bebb,207
LB2,f,1,bebb,200
LB2,f,1,bebb,197
LB2,f,1,bebb,122
LB2,f,1,bebb,134
LB2,f,1,bebb,157
LB2,f,1,bebb,193
LB2,f,1,bebb,160
LB2,f,1,bebb,140
LB2,f,1,bebb,125
LB2,f,1,bebb,131
LB2,f,1,bebb,171
LB2,f,1,bebb,175
LB2,f,1,bebb,167
LB2,f,1,bebb,111
LB2,f,1,bebb,101
LB2,f,1,booth,187
LB2,f,1,drum,89
LB2,f,1,drum,110
LB2,f,1,geyer,143
LB2,f,1,geyer,161
LB2,f,1,geyer,101
LB2,f,1,geyer,81
LB2,f,1,geyer,201
LB2,f,1,geyer,77
LB2,f,1,geyer,154
LB2,f,1,geyer,167
LB2,m,2,bebb,107
LB2,m,2,bebb,172
LB2,m,2,bebb,153
LB2,m,2,bebb,173
LB2,m,2,bebb,56
LB2,m,2,bebb,188
LB2,m,2,bebb,166
LB2,m,2,bebb,171
LB2,m,2,bebb,166
LB2,m,2,bebb,145
LB2,m,2,bebb,135
LB2,m,2,bebb,91
LB2,m,2,bebb,147
LB2,m,2,bebb,139
LB2,m,2,bebb,131
LB2,m,2,bebb,92
LB2,m,2,bebb,140
LB2,m,2,bebb,148
LB2,m,2,bebb,153
LB2,m,2,bebb,184
LB2,m,2,bebb,197
LB2,m,2,bebb,200
LB2,m,2,bebb,192
LB2,m,2,bebb,124
LB2,m,2,bebb,134
LB2,m,2,bebb,168
LB2,m,2,bebb,225
LB2,m,2,bebb,138
LB2,m,2,bebb,89
LB2,m,2,bebb,203
LB2,m,2,bebb,213
LB2,m,2,bebb,120
LB2,m,2,booth,157
LB2,m,2,booth,156
LB2,m,2,booth,136
LB2,m,2,geyer,183
LB2,m,2,geyer,173
LB2,,0,bebb,117
LB2,,0,bebb,64
LB2,,0,bebb,68
LB2,,0,bebb,72
LB2,,0,bebb,84
LB2,,0,bebb,83
LB2,,0,bebb,85
LB2,,0,bebb,94
LB2,,0,bebb,118
LB2,,0,bebb,132
LB2,,0,bebb,143
LB2,,0,geyer,117
LB2,,0,geyer,10
LB2,,0,geyer,92
LB2,,0,geyer,83
LB2,,0,geyer,136
LB2,,0,geyer,158
LB2,,0,geyer,142
LB2,,0,geyer,135
LBT3,f,1,bebb,210
LBT3,f,1,bebb,221
LBT3,f,1,bebb,243
LBT3,f,1,bebb,209
LBT3,f,1,bebb,152
LBT3,f,1,bebb,199
LBT3,f,1,bebb,175
LBT3,f,1,bebb,151
LBT3,f,1,bebb,179
LBT3,f,1,bebb,196
LBT3,f,1,bebb,197
LBT3,f,1,bebb,105
LBT3,f,1,bebb,190
LBT3,f,1,bebb,154
LBT3,f,1,bebb,197
LBT3,f,1,bebb,222
LBT3,f,1,bebb,210
LBT3,f,1,bebb,166
LBT3,f,1,bebb,143
LBT3,f,1,bebb,202
LBT3,f,1,bebb,48
LBT3,f,1,bebb,226
LBT3,f,1,bebb,144
LBT3,f,1,bebb,205
LBT3,f,1,bebb,136
LBT3,f,1,bebb,192
LBT3,f,1,bebb,143
LBT3,f,1,bebb,208
LBT3,f,1,bebb,177
LBT3,f,1,bebb,167
LBT3,f,1,bebb,193
LBT3,f,1,bebb,212
LBT3,f,1,bebb,146
LBT3,f,1,bebb,177
LBT3,f,1,bebb,192
LBT3,f,1,bebb,196
LBT3,f,1,bebb,241
LBT3,f,1,bebb,132
LBT3,f,1,bebb,210
LBT3,f,1,bebb,192
LBT3,f,1,bebb,205
LBT3,f,1,bebb,188
LBT3,f,1,bebb,145
LBT3,f,1,bebb,120
LBT3,f,1,bebb,114
LBT3,f,1,bebb,196
LBT3,f,1,bebb,210
LBT3,f,1,bebb,154
LBT3,f,1,booth,225
LBT3,f,1,booth,159
LBT3,f,1,booth,176
LBT3,f,1,booth,142
LBT3,f,1,booth,205
LBT3,f,1,drum,191
LBT3,f,1,drum,179
LBT3,f,1,drum,157
LBT3,f,1,drum,87
LBT3,f,1,drum,103
LBT3,f,1,drum,161
LBT3,f,1,geyer,208
LBT3,f,1,,231
LBT3,f,1,,139
LBT3,m,2,bebb,208
LBT3,m,2,bebb,201
LBT3,m,2,bebb,188
LBT3,m,2,bebb,160
LBT3,m,2,bebb,222
LBT3,m,2,bebb,173
LBT3,m,2,bebb,186
LBT3,m,2,bebb,205
LBT3,m,2,bebb,249
LBT3,m,2,bebb,228
LBT3,m,2,bebb,209
LBT3,m,2,bebb,209
LBT3,m,2,bebb,131
LBT3,m,2,bebb,117
LBT3,m,2,bebb,109
LBT3,m,2,bebb,126
LBT3,m,2,bebb,149
LBT3,m,2,bebb,151
LBT3,m,2,bebb,194
LBT3,m,2,bebb,141
LBT3,m,2,bebb,169
LBT3,m,2,bebb,145
LBT3,m,2,booth,126
LBT3,m,2,drum,161
LBT3,m,2,geyer,176
LBT3,,0,bebb,142
LBT3,,0,bebb,117
LBT3,,0,bebb,152
LBT3,,0,bebb,203
LBT3,,0,bebb,89
LBT3,,0,bebb,141
LBT3,,0,bebb,108
LBT3,,0,bebb,114
LBT3,,0,bebb,168
LBT3,,0,bebb,214
LBT3,,0,bebb,131
LBT3,,0,bebb,178
LBT3,,0,bebb,236
LBT3,,0,bebb,82
LBT3,,0,bebb,101
LBT3,,0,bebb,143
LBT3,,0,bebb,116
LBT3,,0,bebb,140
LBT3,,0,bebb,103
LBT3,,0,bebb,76
LBT3,,0,bebb,223
LBT3,,0,bebb,203
LBT3,,0,bebb,174
LBT3,,0,bebb,212
LBT3,,0,bebb,121
LBT3,,0,bebb,88
LBT3,,0,bebb,109
LBT3,,0,bebb,126
LBT3,,0,bebb,123
LBT3,,0,bebb,118
LBT3,,0,bebb,103
LBT3,,0,bebb,121
LBT3,,0,bebb,202
LBT3,,0,bebb,159
LBT3,,0,bebb,95
LBT3,,0,bebb,95
LBT3,,0,bebb,112
LBT3,,0,bebb,129
LBT3,,0,bebb,129
LBT3,,0,bebb,126
LBT3,,0,bebb,143
LBT3,,0,bebb,188
LBT3,,0,booth,65
LBT3,,0,booth,132
LBT3,,0,booth,101
LBT3,,0,booth,116
LBT3,,0,drum,160
LBT3,,0,drum,129
LBT3,,0,drum,239
LBT3,,0,drum,144
LBT3,,0,drum,106
LBT3,,0,drum,128
LBT3,,0,drum,136
LBT3,,0,drum,78
LBT3,,0,drum,97
LBT3,,0,geyer,182
LBT3,,0,geyer,114
LBT3,,0,geyer,86
LBT3,,0,geyer,45
LBT3,,0,geyer,132
LBT3,,0,,207
LBT3,,0,,165
LBT3,,0,,136
LBT3,,0,,96
LBT3,,0,,197
LBT3,,0,,98
LostCreek,f,1,erico,60
LostCreek,f,1,plani,73
LostCreek,,0,bebb,74
LostCreek,,0,bebb,68
LostCreek,,0,bebb,45
LostCreek,,0,bebb,66
LostCreek,,0,bebb,100
LostCreek,,0,bebb,59
LostCreek,,0,bebb,58
LostCreek,,0,bebb,59
LostCreek,,0,booth,58
LostCreek,,0,booth,40
LostCreek,,0,booth,77
LostCreek,,0,drum,86
LostCreek,,0,drum,83
LostCreek,,0,drum,85
LostCreek,,0,drum,55
LostCreek,,0,drum,59
LostCreek,,0,drum,53
LostCreek,,0,drum,67
LostCreek,,0,drum,77
LostCreek,,0,drum,59
LostCreek,,0,drum,60
LostCreek,,0,drum,68
LostCreek,,0,drum,116
LostCreek,,0,drum,54
LostCreek,,0,drum,93
LostCreek,,0,drum,62
LostCreek,,0,drum,63
LostCreek,,0,erico,63
LostCreek,,0,geyer,48
LostCreek,,0,geyer,55
LostCreek,,0,geyer,62
LostCreek,,0,geyer,61
LostCreek,,0,geyer,99
LostCreek,,0,geyer,54
LostCreek,,0,geyer,74
LostCreek,,0,geyer,49
LostCreek,,0,geyer,110
LostCreek,,0,geyer,72
LostCreek,,0,geyer,93
LostCreek,,0,geyer,55
LostCreek,,0,geyer,59
LostCreek,,0,geyer,64
LostCreek,,0,plani,78
LostCreek,,0,plani,66
LostCreek,,0,plani,57
LostCreek,,0,plani,48
LostCreek,,0,plani,51
LostCreek,,0,plani,56
LostCreek,,0,plani,95
LostLake,f,1,bebb,105
LostLake,f,1,geyer,64
LostLake,f,1,geyer,77
LostLake,,0,bebb,62
LostLake,,0,bebb,49
LostLake,,0,bebb,61
LostLake,,0,bebb,61
LostLake,,0,bebb,82
LostLake,,0,booth,121
LostLake,,0,booth,55
LostLake,,0,geyer,57
LostLake,,0,geyer,91
LostLake,,0,geyer,122
LostLake,,0,geyer,87
LostLake,,0,geyer,70
LostLake,,0,geyer,49
LostLake,,0,geyer,67
LostLake,,0,geyer,140
LostLake,,0,geyer,72
LostLake,,0,geyer,64
Oxbow,f,1,bebb,94
Oxbow,f,1,bebb,221
Oxbow,f,1,bebb,164
Oxbow,f,1,bebb,150
Oxbow,f,1,bebb,117
Oxbow,f,1,bebb,136
Oxbow,f,1,bebb,169
Oxbow,f,1,bebb,147
Oxbow,f,1,bebb,79
Oxbow,f,1,bebb,107
Oxbow,f,1,bebb,84
Oxbow,f,1,bebb,292
Oxbow,f,1,booth,79
Oxbow,f,1,drum,144
Oxbow,f,1,drum,151
Oxbow,f,1,drum,164
Oxbow,f,1,geyer,152
Oxbow,m,2,bebb,89
Oxbow,m,2,bebb,88
Oxbow,m,2,bebb,138
Oxbow,m,2,bebb,102
Oxbow,m,2,bebb,147
Oxbow,m,2,bebb,129
Oxbow,m,2,bebb,155
Oxbow,m,2,bebb,135
Oxbow,m,2,bebb,188
Oxbow,m,2,bebb,119
Oxbow,m,2,bebb,124
Oxbow,m,2,bebb,131
Oxbow,m,2,bebb,152
Oxbow,m,2,bebb,158
Oxbow,m,2,bebb,94
Oxbow,m,2,bebb,143
Oxbow,m,2,bebb,132
Oxbow,m,2,bebb,104
Oxbow,m,2,geyer,132
Oxbow,m,2,geyer,167
Oxbow,m,2,geyer,141
Oxbow,,0,bebb,126
Oxbow,,0,bebb,108
Oxbow,,0,bebb,111
Oxbow,,0,bebb,67
Oxbow,,0,bebb,100
Oxbow,,0,bebb,72
Oxbow,,0,bebb,141
Oxbow,,0,bebb,127
Oxbow,,0,bebb,103
Oxbow,,0,bebb,85
Oxbow,,0,bebb,88
Oxbow,,0,bebb,131
Oxbow,,0,bebb,114
Oxbow,,0,bebb,118
Oxbow,,0,bebb,102
Oxbow,,0,bebb,86
Oxbow,,0,bebb,86
Oxbow,,0,bebb,84
Oxbow,,0,bebb,92
Oxbow,,0,bebb,96
Oxbow,,0,bebb,88
Oxbow,,0,bebb,111
Oxbow,,0,bebb,152
Oxbow,,0,bebb,239
Oxbow,,0,booth,96
Oxbow,,0,booth,112
Oxbow,,0,booth,154
Oxbow,,0,booth,72
Oxbow,,0,booth,67
Oxbow,,0,geyer,110
Oxbow,,0,geyer,106
Oxbow,,0,geyer,98
Oxbow,,0,geyer,114
Oxbow,,0,geyer,129
Oxbow,,0,geyer,122
Oxbow,,0,geyer,91
Oxbow,,0,geyer,122
Oxbow,,0,geyer,107
Oxbow,,0,geyer,91
Oxbow,,0,geyer,95
Rose,,0,bebb,
Rose,,0,booth,
Rose,,0,booth,
Rose,,0,drum,
Rose,,0,drum,
Rose,,0,drum,
Rose,,0,drum,
Rose,,0,drum,
Slide,,0,bebb,19
Slide,,0,bebb,38
Slide,,0,bebb,45
Slide,,0,bebb,58
Slide,,0,bebb,39
Slide,,0,bebb,40
Slide,,0,bebb,50
Slide,,0,bebb,20
Slide,,0,bebb,95
Slide,,0,bebb,23
Slide,,0,bebb,54
Slide,,0,bebb,47
WBT1,f,1,bebb,159
WBT1,f,1,bebb,105
WBT1,f,1,bebb,164
WBT1,f,1,bebb,93
WBT1,f,1,bebb,119
WBT1,f,1,bebb,155
WBT1,f,1,bebb,122
WBT1,f,1,bebb,145
WBT1,f,1,bebb,129
WBT1,f,1,bebb,159
WBT1,f,1,bebb,109
WBT1,f,1,bebb,183
WBT1,f,1,bebb,203
WBT1,f,1,bebb,125
WBT1,f,1,bebb,186
WBT1,f,1,bebb,266
WBT1,f,1,bebb,221
WBT1,f,1,bebb,158
WBT1,f,1,bebb,116
WBT1,f,1,bebb,220
WBT1,f,1,bebb,136
WBT1,f,1,bebb,172
WBT1,f,1,bebb,181
WBT1,f,1,bebb,192
WBT1,f,1,bebb,222
WBT1,f,1,bebb,167
WBT1,f,1,bebb,237
WBT1,f,1,bebb,163
WBT1,f,1,bebb,182
WBT1,f,1,bebb,254
WBT1,f,1,bebb,165
WBT1,f,1,bebb,123
WBT1,f,1,bebb,188
WBT1,f,1,bebb,215
WBT1,f,1,bebb,179
WBT1,f,1,bebb,153
WBT1,f,1,bebb,178
WBT1,f,1,bebb,219
WBT1,f,1,bebb,267
WBT1,f,1,bebb,174
WBT1,f,1,bebb,185
WBT1,f,1,bebb,145
WBT1,f,1,bebb,117
WBT1,f,1,bebb,92
WBT1,f,1,bebb,92
WBT1,f,1,bebb,146
WBT1,f,1,bebb,143
WBT1,f,1,bebb,103
WBT1,f,1,bebb,140
WBT1,f,1,bebb,159
WBT1,f,1,bebb,176
WBT1,f,1,bebb,140
WBT1,f,1,bebb,143
WBT1,f,1,bebb,168
WBT1,f,1,bebb,106
WBT1,f,1,bebb,177
WBT1,f,1,bebb,79
WBT1,f,1,bebb,129
WBT1,f,1,bebb,146
WBT1,f,1,bebb,151
WBT1,f,1,bebb,208
WBT1,f,1,bebb,118
WBT1,f,1,bebb,111
WBT1,f,1,bebb,146
WBT1,f,1,bebb,181
WBT1,f,1,bebb,158
WBT1,f,1,bebb,100
WBT1,f,1,bebb,153
WBT1,f,1,bebb,184
WBT1,f,1,bebb,144
WBT1,f,1,bebb,122
WBT1,f,1,bebb,173
WBT1,f,1,bebb,111
WBT1,f,1,bebb,99
WBT1,f,1,bebb,95
WBT1,f,1,bebb,98
WBT1,f,1,bebb,83
WBT1,f,1,bebb,238
WBT1,f,1,bebb,138
WBT1,f,1,booth,208
WBT1,f,1,booth,184
WBT1,f,1,booth,207
WBT1,f,1,booth,142
WBT1,f,1,booth,252
WBT1,f,1,booth,162
WBT1,f,1,booth,183
WBT1,f,1,booth,202
WBT1,f,1,booth,162
WBT1,f,1,booth,154
WBT1,f,1,booth,145
WBT1,f,1,booth,143
WBT1,f,1,booth,106
WBT1,f,1,booth,133
WBT1,f,1,booth,149
WBT1,f,1,booth,110
WBT1,f,1,booth,165
WBT1,f,1,booth,189
WBT1,f,1,booth,112
WBT1,f,1,booth,219
WBT1,f,1,booth,178
WBT1,f,1,booth,251
WBT1,f,1,booth,252
WBT1,f,1,booth,251
WBT1,f,1,booth,246
WBT1,f,1,booth,282
WBT1,f,1,booth,232
WBT1,f,1,booth,170
WBT1,f,1,booth,189
WBT1,f,1,booth,340
WBT1,f,1,booth,260
WBT1,f,1,booth,242
WBT1,f,1,booth,163
WBT1,f,1,booth,187
WBT1,f,1,booth,282
WBT1,f,1,booth,264
WBT1,f,1,booth,269
WBT1,f,1,booth,305
WBT1,f,1,booth,277
WBT1,f,1,booth,261
WBT1,f,1,booth,262
WBT1,f,1,booth,186
WBT1,f,1,booth,116
WBT1,f,1,booth,111
WBT1,f,1,booth,149
WBT1,f,1,booth,105
WBT1,f,1,booth,188
WBT1,f,1,booth,215
WBT1,f,1,booth,156
WBT1,f,1,booth,117
WBT1,f,1,booth,251
WBT1,f,1,booth,142
WBT1,f,1,booth,161
WBT1,f,1,booth,132
WBT1,f,1,booth,194
WBT1,f,1,booth,132
WBT1,f,1,booth,144
WBT1,f,1,booth,156
WBT1,f,1,booth,157
WBT1,f,1,booth,160
WBT1,f,1,booth,132
WBT1,f,1,booth,183
WBT1,f,1,booth,243
WBT1,f,1,booth,247
WBT1,f,1,booth,258
WBT1,f,1,booth,249
WBT1,f,1,booth,244
WBT1,f,1,booth,248
WBT1,f,1,booth,207
WBT1,f,1,booth,223
WBT1,f,1,booth,287
WBT1,f,1,booth,255
WBT1,f,1,booth,288
WBT1,f,1,booth,261
WBT1,f,1,drum,161
WBT1,f,1,drum,98
WBT1,f,1,drum,128
WBT1,f,1,drum,130
WBT1,f,1,drum,200
WBT1,f,1,drum,309
WBT1,f,1,drum,302
WBT1,f,1,drum,260
WBT1,f,1,drum,212
WBT1,f,1,drum,135
WBT1,f,1,drum,215
WBT1,f,1,drum,193
WBT1,f,1,drum,164
WBT1,f,1,drum,185
WBT1,f,1,drum,234
WBT1,f,1,drum,101
WBT1,f,1,drum,85
WBT1,f,1,drum,122
WBT1,f,1,drum,125
WBT1,f,1,drum,168
WBT1,f,1,drum,153
WBT1,f,1,drum,138
WBT1,f,1,drum,236
WBT1,f,1,drum,225
WBT1,f,1,geyer,163
WBT1,f,1,geyer,138
WBT1,f,1,geyer,212
WBT1,f,1,geyer,194
WBT1,f,1,geyer,170
WBT1,f,1,geyer,163
WBT1,f,1,geyer,129
WBT1,f,1,geyer,112
WBT1,f,1,geyer,177
WBT1,f,1,geyer,166
WBT1,f,1,geyer,122
WBT1,f,1,geyer,166
WBT1,f,1,geyer,201
WBT1,f,1,geyer,142
WBT1,f,1,geyer,99
WBT1,f,1,geyer,144
WBT1,f,1,geyer,139
WBT1,f,1,geyer,145
WBT1,f,1,geyer,143
WBT1,f,1,geyer,180
WBT1,f,1,geyer,145
WBT1,f,1,geyer,102
WBT1,f,1,geyer,168
WBT1,f,1,geyer,147
WBT1,f,1,geyer,54
WBT1,f,1,geyer,89
WBT1,f,1,geyer,95
WBT1,f,1,geyer,155
WBT1,f,1,geyer,93
WBT1,f,1,geyer,114
WBT1,f,1,geyer,147
WBT1,f,1,geyer,117
WBT1,f,1,geyer,144
WBT1,f,1,geyer,154
WBT1,f,1,geyer,142
WBT1,f,1,geyer,139
WBT1,f,1,geyer,168
WBT1,f,1,geyer,159
WBT1,f,1,geyer,239
WBT1,f,1,geyer,235
WBT1,f,1,geyer,241
WBT1,f,1,geyer,244
WBT1,f,1,geyer,210
WBT1,f,1,geyer,208
WBT1,f,1,geyer,239
WBT1,f,1,geyer,247
WBT1,f,1,geyer,177
WBT1,f,1,geyer,231
WBT1,f,1,geyer,257
WBT1,f,1,geyer,196
WBT1,f,1,geyer,221
WBT1,f,1,geyer,181
WBT1,f,1,geyer,294
WBT1,f,1,geyer,255
WBT1,f,1,geyer,255
WBT1,f,1,geyer,162
WBT1,f,1,geyer,401
WBT1,f,1,geyer,251
WBT1,f,1,geyer,229
WBT1,f,1,geyer,232
WBT1,f,1,geyer,259
WBT1,f,1,geyer,327
WBT1,f,1,geyer,314
WBT1,f,1,geyer,118
WBT1,f,1,geyer,269
WBT1,f,1,geyer,226
WBT1,f,1,geyer,245
WBT1,f,1,geyer,278
WBT1,f,1,geyer,146
WBT1,f,1,geyer,177
WBT1,f,1,geyer,164
WBT1,f,1,geyer,133
WBT1,f,1,geyer,173
WBT1,f,1,geyer,188
WBT1,f,1,geyer,191
WBT1,f,1,geyer,178
WBT1,f,1,geyer,270
WBT1,f,1,geyer,227
WBT1,f,1,geyer,207
WBT1,f,1,geyer,113
WBT1,f,1,geyer,208
WBT1,f,1,geyer,211
WBT1,f,1,geyer,257
WBT1,f,1,geyer,203
WBT1,f,1,geyer,96
WBT1,f,1,geyer,174
WBT1,f,1,geyer,105
WBT1,f,1,geyer,304
WBT1,f,1,geyer,204
WBT1,f,1,geyer,218
WBT1,f,1,geyer,234
WBT1,f,1,geyer,209
WBT1,f,1,geyer,140
WBT1,f,1,geyer,128
WBT1,f,1,geyer,113
WBT1,f,1,geyer,92
WBT1,f,1,geyer,193
WBT1,f,1,geyer,152
WBT1,f,1,geyer,162
WBT1,f,1,geyer,170
WBT1,f,1,geyer,183
WBT1,f,1,geyer,151
WBT1,f,1,geyer,204
WBT1,f,1,geyer,206
WBT1,f,1,geyer,268
WBT1,f,1,geyer,195
WBT1,f,1,geyer,228
WBT1,f,1,geyer,231
WBT1,f,1,geyer,222
WBT1,f,1,geyer,206
WBT1,f,1,geyer,187
WBT1,f,1,geyer,184
WBT1,f,1,geyer,176
WBT1,f,1,geyer,154
WBT1,f,1,geyer,218
WBT1,f,1,geyer,186
WBT1,f,1,geyer,197
WBT1,f,1,geyer,272
WBT1,f,1,geyer,202
WBT1,f,1,geyer,146
WBT1,f,1,geyer,194
WBT1,f,1,geyer,244
WBT1,f,1,geyer,189
WBT1,f,1,geyer,300
WBT1,f,1,geyer,351
WBT1,f,1,geyer,223
WBT1,f,1,geyer,261
WBT1,f,1,geyer,274
WBT1,f,1,geyer,296
WBT1,f,1,geyer,202
WBT1,f,1,geyer,212
WBT1,f,1,geyer,152
WBT1,f,1,geyer,197
WBT1,f,1,geyer,178
WBT1,f,1,geyer,189
WBT1,f,1,geyer,144
WBT1,f,1,geyer,141
WBT1,f,1,geyer,69
WBT1,f,1,geyer,120
WBT1,f,1,geyer,117
WBT1,f,1,geyer,215
WBT1,f,1,geyer,276
WBT1,f,1,geyer,213
WBT1,f,1,geyer,338
WBT1,f,1,Lasiandra,440
WBT1,f,1,lasiandra,145
WBT1,f,1,,171
WBT1,m,2,bebb,175
WBT1,m,2,bebb,138
WBT1,m,2,bebb,236
WBT1,m,2,bebb,224
WBT1,m,2,bebb,186
WBT1,m,2,bebb,151
WBT1,m,2,bebb,211
WBT1,m,2,bebb,156
WBT1,m,2,bebb,233
WBT1,m,2,bebb,171
WBT1,m,2,bebb,229
WBT1,m,2,bebb,181
WBT1,m,2,bebb,186
WBT1,m,2,bebb,373
WBT1,m,2,bebb,124
WBT1,m,2,bebb,198
WBT1,m,2,bebb,84
WBT1,m,2,bebb,154
WBT1,m,2,bebb,152
WBT1,m,2,bebb,142
WBT1,m,2,bebb,115
WBT1,m,2,bebb,393
WBT1,m,2,bebb,93
WBT1,m,2,bebb,98
WBT1,m,2,bebb,113
WBT1,m,2,bebb,76
WBT1,m,2,bebb,219
WBT1,m,2,booth,122
WBT1,m,2,booth,188
WBT1,m,2,booth,202
WBT1,m,2,booth,174
WBT1,m,2,booth,165
WBT1,m,2,booth,273
WBT1,m,2,booth,233
WBT1,m,2,booth,342
WBT1,m,2,booth,201
WBT1,m,2,booth,225
WBT1,m,2,booth,195
WBT1,m,2,booth,155
WBT1,m,2,booth,175
WBT1,m,2,booth,178
WBT1,m,2,booth,90
WBT1,m,2,booth,131
WBT1,m,2,booth,142
WBT1,m,2,booth,128
WBT1,m,2,booth,194
WBT1,m,2,booth,182
WBT1,m,2,booth,156
WBT1,m,2,booth,211
WBT1,m,2,booth,243
WBT1,m,2,booth,183
WBT1,m,2,booth,130
WBT1,m,2,booth,220
WBT1,m,2,booth,126
WBT1,m,2,drum,122
WBT1,m,2,geyer,129
WBT1,m,2,geyer,182
WBT1,m,2,geyer,295
WBT1,m,2,geyer,151
WBT1,m,2,geyer,149
WBT1,m,2,geyer,150
WBT1,m,2,geyer,151
WBT1,m,2,geyer,162
WBT1,m,2,geyer,136
WBT1,m,2,geyer,115
WBT1,m,2,geyer,152
WBT1,m,2,geyer,155
WBT1,m,2,geyer,193
WBT1,m,2,geyer,186
